Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score
Fertilizer Company of India,Agile SCM,100,5.2,14,90,92,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,80,10,10,Medium,85,80
Mahadhan,Agile SCM,400,6,7,99,89,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90
Krishna Industrial Corporation,Cross-Docking,150,50,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Bhartiya Agro Chemicals,Agile SCM,150,6.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
Nagarjuna Fertilizers & Chemicals Limited,Lean Manufacturing,100,4.2,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90
Southern Petrochemical Industries Corporation Ltd. (SPIC),Just-In-Time,300,10,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Paradeep Phosphates Limited,Agile SCM,150,5.2,9,92,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85
Mangalore Chemicals & Fertilizers Limited,Demand-Driven SCM,500,3.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
Factamfos,Vendor Managed Inventory,400,8.2,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
Madras Fertilizers Limited,Vendor Managed Inventory,300,5.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Zuari Global Limited,Vendor Managed Inventory,300,7,10,92,91,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85
Shriram Fertilizers and Chemicals,Lean Manufacturing,100,5.5,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85
Liberty Phosphates Limited,Lean Manufacturing,300,6,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Rajasthan State Mines and Minerals Limited,Lean Manufacturing,300,6,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Meghmani Organics Limited,Lean Manufacturing,"10,000",10,2,98,89,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,82,12,5,High,90,85
Indofil Industries Limited,Agile SCM,"20,000",8.3,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85
Vardhaman Fertilizers and Seeds Pvt. Ltd.,Lean Manufacturing,500,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Excel Crop Care Limited,Lean Manufacturing,200,5,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88
Bayer CropScience,Agile SCM,100,7.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
DuPont Pioneer,Sustainable SCM,150,6,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Monsanto Company,Agile SCM,250,6,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Syngenta AG,Lean Manufacturing,400,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Dow AgroSciences,Agile SCM,200,4.2,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85
BASF Agricultural Solutions,Demand-Driven SCM,"20,000",4.5,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Bayer AG,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
Novozymes,Lean Manufacturing,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80
Sumitomo Chemical,Agile SCM,300,4,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80
Arysta LifeScience,Lean Manufacturing,100,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85
FMC Corporation,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,81,9,12,Medium,85,85
ADAMA Agricultural Solutions,Lean Manufacturing,"20,000",5.5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85
"Nippon Soda Co., Ltd.",Vendor Managed Inventory,150,4,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
Nufarm Limited,Efficient Consumer Response,"1,300,000",7.7,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85
ChemChina,Sustainable SCM,200,9,15,95,91,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85
Cheminova A/S,Lean Manufacturing,200,2,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Valent BioSciences,Agile SCM,500,1,8,94,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,80,12,7,High,90,85
United Phosphorus Ltd. (UPL),Lean Manufacturing,150,7,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Isagro S.p.A.,Agile SCM,250,8,9,93,92,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85
"Mitsui Chemicals Agro, Inc.",Demand-Driven SCM,300,5,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85
Certis USA,Lean Manufacturing,"100,000",5.8,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85
American Vanguard Corporation,Agile SCM,200,4,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,81,12,8,High,89,85
Rotam CropSciences,Vendor Managed Inventory,"10,000",4,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85
"Albaugh, LLC",Vendor Managed Inventory,"1,000,000",6,20,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80
Lallemand Plant Care,Agile SCM,200,4.5,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Arysta LifeScience,Agile SCM,300,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
"BioWorks, Inc.",Sustainable SCM,150,6,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Marrone Bio Innovations,Vendor Managed Inventory,100,4.2,15,91,91,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80
Koppert Biological Systems,Just-In-Time,100,4.5,12,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Symborg,Vendor Managed Inventory,300,10,10,90,89,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85
Verdesian Life Sciences,Lean Manufacturing,400,6.2,12,88,90,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78
Agrinos AS,Lean Manufacturing,400,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80
Mycorrhizal Applications,Lean Manufacturing,300,5,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,81,9,8,High,88,85
Premier Tech,Vendor Managed Inventory,150,6,14,90,92,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85
Inocucor Technologies Inc.,Agile SCM,500,5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Rizobacter Argentina S.A.,Vendor Managed Inventory,1200,5.2,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Acadian Seaplants Limited,Agile SCM,359,4.2,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80
Lallemand Plant Care,Agile SCM,459,4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85
Italpollina,Lean Manufacturing,876,5.8,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85
Symborg,Lean Manufacturing,655,4,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85
Agricen,Agile SCM,4444,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85
Stoller USA Inc.,Lean Manufacturing,433,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Timac Agro USA,Vendor Managed Inventory,12000,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80
Andermatt Biocontrol,Lean Manufacturing,300,5.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85
Stockton Group,Demand-Driven SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
Sostram Corporation,Lean Manufacturing,"20,000",50,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
"Terramera, Inc.",Sustainable SCM,500,6.2,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Inocucor Technologies Inc.,Lean Manufacturing,100,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Novozymes BioAg,Vendor Managed Inventory,200,10,18,88,94,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
AgBiome Innovations,Lean Manufacturing,"20,000",5.2,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85
Marrone Bio Innovations,Vendor Managed Inventory,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85
Indigo Agriculture,Agile SCM,"1,500",8.2,10,90,87,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Pivot Bio,Lean Manufacturing,200,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Kula Bio,Agile SCM,500,7,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85
Holganix,Sustainable SCM,300,5.5,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,80
Cool Planet,Lean Manufacturing,500,6,18,90,85,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85
"Actagro, LLC",Agile SCM,250,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90
AgroLiquid,Lean Manufacturing,300,10,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Agro-K Corporation,Vendor Managed Inventory,250,8.3,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
American Plant Food Corporation,Agile SCM,"10,000",6,22,89,93,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Helena Chemical Company,Sustainable SCM,100,5,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Agrium Advanced Technologies,Vendor Managed Inventory,"75,000",7.5,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Supreme Growers,Just-In-Time,"70,000",6,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Southern States Cooperative,Lean Manufacturing,100,6,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80
Royster-Clark,Agile SCM,200,4,12,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
TIMAC Agro USA,Demand-Driven SCM,500,4.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
"Andersons, Inc.",Agile SCM,300,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85
Harrell’s LLC,Agile SCM,300,5,7,98,93,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90
WinField United,Agile SCM,500,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
AgXplore,Cross-Docking,400,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
"Yargus Manufacturing, Inc.",Agile SCM,150,5,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
"Plant Food Company, Inc.",Lean Manufacturing,100,5.8,14,90,89,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80
Krebbs Fertilizer,Just-In-Time,200,5.5,7,99,91,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90
Richland Fertilizer Co.,Agile SCM,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85
Martin Resources,Demand-Driven SCM,"20,000",7.7,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Growmark FS,Vendor Managed Inventory,100,9,7,98,92,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
CPS (Crop Production Services),Vendor Managed Inventory,"1,300,000",2,11,90,94,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Horizon Ag-Products,Vendor Managed Inventory,200,1,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,82,12,8,High,88,85
Midwestern BioAg,Lean Manufacturing,300,7,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85
Green Valley Chemical Corp.,Lean Manufacturing,100,8,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
"Innvictis Crop Care, LLC",Lean Manufacturing,400,5,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
XiteBio Technologies Inc.,Lean Manufacturing,150,5.8,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
Anuvia Plant Nutrients,Agile SCM,150,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
"BioWorks, Inc.",Lean Manufacturing,100,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
BioSafe Systems,Agile SCM,300,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90
Terramera,Lean Manufacturing,150,4.5,2,98,88,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,80,12,5,High,90,85
Interagro (UK) Ltd.,Cross-Docking,500,6.5,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Agri-Products,Agile SCM,400,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
"Miller Chemical & Fertilizer, LLC",Lean Manufacturing,300,4.2,3,97,85,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",82,18,5,High,90,88
Agricen Sciences,Agile SCM,300,4.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85
AdvanSix,Sustainable SCM,100,10,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Koch Chemical Technology Group,Agile SCM,300,6.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Cameron Chemicals,Lean Manufacturing,300,4.2,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
"AgriTec International, Inc.",Agile SCM,"10,000",5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Biolchim S.p.A.,Demand-Driven SCM,"20,000",6,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Tradecorp,Agile SCM,500,5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85
Fertilizer Company of India,Lean Manufacturing,200,5.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80
Mahadhan,Agile SCM,100,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
ArcelorMittal,Lean Manufacturing,150,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Nippon Steel Corporation,Agile SCM,250,5.8,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85
China Baowu Steel Group,Lean Manufacturing,400,4,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85
HBIS Group,Vendor Managed Inventory,200,10,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85
POSCO,Efficient Consumer Response,"20,000",4,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,81,12,5,High,90,85
Shagang Group,Sustainable SCM,500,6,15,95,87,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85
Ansteel Group Corporation Limited,Lean Manufacturing,200,5.2,12,89,93,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
JFE Steel Corporation,Agile SCM,300,6,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Tata Steel,Lean Manufacturing,100,50,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Nucor Corporation,Agile SCM,250,6.2,9,93,89,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85
Hyundai Steel,Demand-Driven SCM,"20,000",4.2,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85
Thyssenkrupp,Lean Manufacturing,150,10,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85
Gerdau,Agile SCM,"1,300,000",5.2,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
JSW Steel,Vendor Managed Inventory,200,3.5,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85
Shougang Group,Vendor Managed Inventory,200,8.2,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,12,Medium,85,80
United States Steel Corporation,Agile SCM,500,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90
Maanshan Iron and Steel Company (Masteel),Agile SCM,150,7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Evraz,Sustainable SCM,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Riva Group,Vendor Managed Inventory,300,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Severstal,Just-In-Time,"100,000",6,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Benxi Steel Group,Vendor Managed Inventory,200,10,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85
China Steel Corporation (CSC),Lean Manufacturing,"10,000",8.3,12,88,88,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78
SAIL (Steel Authority of India Limited),Lean Manufacturing,"1,000,000",6,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80
Rizhao Steel,Lean Manufacturing,200,5,12,90,92,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85
Valin Group,Vendor Managed Inventory,300,7.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85
Magnitogorsk Iron and Steel Works (MMK),Agile SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85
NLMK Group,Vendor Managed Inventory,100,6,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85
Novolipetsk Steel (NLMK),Agile SCM,100,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80
Essar Steel,Agile SCM,300,4.2,8,94,85,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85
Baotou Iron and Steel Group (Baogang Group),Lean Manufacturing,400,4.5,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Metalloinvest,Lean Manufacturing,400,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Liberty Steel Group,Agile SCM,300,4.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85
Outokumpu,Lean Manufacturing,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85
Acerinox,Vendor Managed Inventory,500,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
Aperam,Lean Manufacturing,300,5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Allegheny Technologies Incorporated (ATI),Demand-Driven SCM,200,5.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
BlueScope Steel,Lean Manufacturing,"20,000",4,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
SSAB (Swedish Steel),Sustainable SCM,500,7.7,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80
Sahaviriya Steel Industries,Lean Manufacturing,100,9,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Voestalpine AG,Vendor Managed Inventory,200,2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Usinas Siderúrgicas de Minas Gerais (Usiminas),Lean Manufacturing,"20,000",1,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
AK Steel Holding,Vendor Managed Inventory,400,7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
"Steel Dynamics, Inc.",Agile SCM,"1,500",8,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
Commercial Metals Company (CMC),Lean Manufacturing,200,7,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85
Nisshin Steel,Agile SCM,500,5.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85
Dongkuk Steel Mill,Sustainable SCM,300,7.5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
Companhia Siderúrgica Nacional (CSN),Lean Manufacturing,500,10.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
HBIS Tangsteel,Agile SCM,250,5.8,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,82,12,3,High,95,90
Nippon Steel Nisshin,Lean Manufacturing,300,7,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,81,10,8,High,90,85
ThyssenKrupp Steel Europe,Vendor Managed Inventory,250,5.2,12,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
